Race ID,Year,Race Name,Avg pit stop time (ms)
758,1959,Dutch Grand Prix,\N
759,1959,French Grand Prix,\N
760,1959,British Grand Prix,\N
761,1959,German Grand Prix,\N
762,1959,Portuguese Grand Prix,\N
763,1959,Italian Grand Prix,\N
764,1959,United States Grand Prix,\N
765,1958,Argentine Grand Prix,\N
766,1958,Monaco Grand Prix,\N
767,1958,Dutch Grand Prix,\N
768,1958,Indianapolis 500,\N
769,1958,Belgian Grand Prix,\N
770,1958,French Grand Prix,\N
771,1958,British Grand Prix,\N
772,1958,German Grand Prix,\N
773,1958,Portuguese Grand Prix,\N
774,1958,Italian Grand Prix,\N
775,1958,Moroccan Grand Prix,\N
776,1957,Argentine Grand Prix,\N
777,1957,Monaco Grand Prix,\N
778,1957,Indianapolis 500,\N
779,1957,French Grand Prix,\N
780,1957,British Grand Prix,\N
781,1957,German Grand Prix,\N
782,1957,Pescara Grand Prix,\N
783,1957,Italian Grand Prix,\N
784,1956,Argentine Grand Prix,\N
785,1956,Monaco Grand Prix,\N
786,1956,Indianapolis 500,\N
787,1956,Belgian Grand Prix,\N
788,1956,French Grand Prix,\N
789,1956,British Grand Prix,\N
790,1956,German Grand Prix,\N
791,1956,Italian Grand Prix,\N
792,1955,Argentine Grand Prix,\N
793,1955,Monaco Grand Prix,\N
794,1955,Indianapolis 500,\N
795,1955,Belgian Grand Prix,\N
796,1955,Dutch Grand Prix,\N
797,1955,British Grand Prix,\N
798,1955,Italian Grand Prix,\N
799,1954,Argentine Grand Prix,\N
800,1954,Indianapolis 500,\N
801,1954,Belgian Grand Prix,\N
802,1954,French Grand Prix,\N
803,1954,British Grand Prix,\N
804,1954,German Grand Prix,\N
805,1954,Swiss Grand Prix,\N
806,1954,Italian Grand Prix,\N
807,1954,Spanish Grand Prix,\N
808,1953,Argentine Grand Prix,\N
809,1953,Indianapolis 500,\N
810,1953,Dutch Grand Prix,\N
811,1953,Belgian Grand Prix,\N
812,1953,French Grand Prix,\N
813,1953,British Grand Prix,\N
814,1953,German Grand Prix,\N
815,1953,Swiss Grand Prix,\N
816,1953,Italian Grand Prix,\N
817,1952,Swiss Grand Prix,\N
818,1952,Indianapolis 500,\N
819,1952,Belgian Grand Prix,\N
820,1952,French Grand Prix,\N
821,1952,British Grand Prix,\N
822,1952,German Grand Prix,\N
823,1952,Dutch Grand Prix,\N
824,1952,Italian Grand Prix,\N
825,1951,Swiss Grand Prix,\N
826,1951,Indianapolis 500,\N
827,1951,Belgian Grand Prix,\N
828,1951,French Grand Prix,\N
829,1951,British Grand Prix,\N
830,1951,German Grand Prix,\N
831,1951,Italian Grand Prix,\N
832,1951,Spanish Grand Prix,\N
833,1950,British Grand Prix,\N
834,1950,Monaco Grand Prix,\N
835,1950,Indianapolis 500,\N
836,1950,Swiss Grand Prix,\N
837,1950,Belgian Grand Prix,\N
838,1950,French Grand Prix,\N
839,1950,Italian Grand Prix,\N
841,2011,Australian Grand Prix,24342.82222222222
842,2011,Malaysian Grand Prix,24434.372881355932
843,2011,Chinese Grand Prix,22299.241379310344
844,2011,Turkish Grand Prix,23005.060975609755
845,2011,Spanish Grand Prix,21567.597402597403
846,2011,Monaco Grand Prix,27548.3488372093
847,2011,Canadian Grand Prix,25267.333333333332
848,2011,European Grand Prix,21795.815384615384
849,2011,British Grand Prix,25964.222222222223
850,2011,German Grand Prix,21635.46
851,2011,Hungarian Grand Prix,22060.647727272728
852,2011,Belgian Grand Prix,22745.846153846152
853,2011,Italian Grand Prix,51479.91428571429
854,2011,Singapore Grand Prix,31333.260869565216
855,2011,Japanese Grand Prix,22118.292307692307
856,2011,Korean Grand Prix,21835.56
857,2011,Indian Grand Prix,23801.340425531915
858,2011,Abu Dhabi Grand Prix,21072.595238095237
859,2011,Brazilian Grand Prix,21675.810344827587
860,2012,Australian Grand Prix,24706.926829268294
861,2012,Malaysian Grand Prix,25766.657894736843
862,2012,Chinese Grand Prix,22102.69090909091
863,2012,Bahrain Grand Prix,23381.197183098593
864,2012,Spanish Grand Prix,20973.507462686568
865,2012,Monaco Grand Prix,26856.46153846154
866,2012,Canadian Grand Prix,21825.18918918919
867,2012,European Grand Prix,22199.877551020407
868,2012,British Grand Prix,26893.883720930233
869,2012,German Grand Prix,19710.816666666666
870,2012,Hungarian Grand Prix,20085.827586206895
871,2012,Belgian Grand Prix,22674.342105263157
872,2012,Italian Grand Prix,22618.064516129034
873,2012,Singapore Grand Prix,31156.428571428572
874,2012,Japanese Grand Prix,22336.891304347828
875,2012,Korean Grand Prix,21119.121951219513
876,2012,Indian Grand Prix,22694.714285714286
877,2012,Abu Dhabi Grand Prix,21959.566666666666
878,2012,United States Grand Prix,22526.416666666668
879,2012,Brazilian Grand Prix,23779.72463768116
880,2013,Australian Grand Prix,23119.905660377357
881,2013,Malaysian Grand Prix,27328.219178082192
882,2013,Chinese Grand Prix,21097.947368421053
883,2013,Bahrain Grand Prix,22954.87323943662
884,2013,Spanish Grand Prix,21206.08860759494
885,2013,Monaco Grand Prix,26428.233333333334
886,2013,Canadian Grand Prix,21455.840909090908
887,2013,British Grand Prix,26297.345454545455
888,2013,German Grand Prix,23928.946428571428
890,2013,Hungarian Grand Prix,22156.85714285714
891,2013,Belgian Grand Prix,23484.883720930233
892,2013,Italian Grand Prix,25754.25
893,2013,Singapore Grand Prix,31111.87037037037
894,2013,Korean Grand Prix,25153.469387755104
895,2013,Japanese Grand Prix,23349.354166666668
896,2013,Indian Grand Prix,24893.295454545456
897,2013,Abu Dhabi Grand Prix,22395.19512195122
898,2013,United States Grand Prix,24873.444444444445
899,2013,Brazilian Grand Prix,23424.744680851065
900,2014,Australian Grand Prix,23856.441176470587
901,2014,Malaysian Grand Prix,28549.872727272726
902,2014,Bahrain Grand Prix,26009.21052631579
903,2014,Chinese Grand Prix,24716.88888888889
904,2014,Spanish Grand Prix,22922.229166666668
905,2014,Monaco Grand Prix,28645.037037037036
906,2014,Canadian Grand Prix,24213.242424242424
907,2014,Austrian Grand Prix,23430.09756097561
908,2014,British Grand Prix,29195.217391304348
909,2014,German Grand Prix,20388.345454545455
910,2014,Hungarian Grand Prix,23819.295454545456
911,2014,Belgian Grand Prix,23913.630434782608
912,2014,Italian Grand Prix,25310.652173913044
913,2014,Singapore Grand Prix,30080.14814814815
914,2014,Japanese Grand Prix,334107.2405063291
915,2014,Russian Grand Prix,30727.478260869564
916,2014,United States Grand Prix,25288.694444444445
917,2014,Brazilian Grand Prix,24377.884615384617
918,2014,Abu Dhabi Grand Prix,22345.80487804878
926,2015,Australian Grand Prix,25012.58823529412
927,2015,Malaysian Grand Prix,27092.08
928,2015,Chinese Grand Prix,23183.842105263157
929,2015,Bahrain Grand Prix,28697.767441860466
930,2015,Spanish Grand Prix,23395.043478260868
931,2015,Monaco Grand Prix,27150.387096774193
932,2015,Canadian Grand Prix,24894.304347826088
933,2015,Austrian Grand Prix,24262.238095238095
934,2015,British Grand Prix,32856.51515151515
936,2015,Hungarian Grand Prix,21273.072916666668
937,2015,Belgian Grand Prix,23262.63157894737
938,2015,Italian Grand Prix,24745.391304347828
939,2015,Singapore Grand Prix,31411.785714285714
940,2015,Japanese Grand Prix,25117.777777777777
941,2015,Russian Grand Prix,32131.263157894737
942,2015,United States Grand Prix,27448.382978723403
943,2015,Mexican Grand Prix,23578.315789473683
944,2015,Brazilian Grand Prix,24384.469387755104
945,2015,Abu Dhabi Grand Prix,23341.85714285714
948,2016,Australian Grand Prix,445759.6
949,2016,Bahrain Grand Prix,25905.849056603773
950,2016,Chinese Grand Prix,24694.303030303032
951,2016,Russian Grand Prix,33135.807692307695
952,2016,Spanish Grand Prix,23047.36170212766
953,2016,Monaco Grand Prix,28991.466666666667
954,2016,Canadian Grand Prix,23864.333333333332
955,2016,European Grand Prix,21628.909090909092
956,2016,Austrian Grand Prix,20493.71052631579
957,2016,British Grand Prix,32769.55319148936
958,2016,Hungarian Grand Prix,22500.68888888889
959,2016,German Grand Prix,20501.816666666666
960,2016,Belgian Grand Prix,349103.23529411765
961,2016,Italian Grand Prix,45398.97435897436
962,2016,Singapore Grand Prix,30440.308823529413
963,2016,Malaysian Grand Prix,25342.31818181818
964,2016,Japanese Grand Prix,23557.71052631579
965,2016,United States Grand Prix,25083.93023255814
966,2016,Mexican Grand Prix,23138.571428571428
967,2016,Brazilian Grand Prix,1024768.3387096775
968,2016,Abu Dhabi Grand Prix,22906.162162162163
969,2017,Australian Grand Prix,24080.8
970,2017,Chinese Grand Prix,20529.463414634145
971,2017,Bahrain Grand Prix,25714.967741935485
972,2017,Russian Grand Prix,30821.4
973,2017,Spanish Grand Prix,23219.594594594593
974,2017,Monaco Grand Prix,25554.178571428572
975,2017,Canadian Grand Prix,29691.333333333332
976,2017,Azerbaijan Grand Prix,378141.1904761905
977,2017,Austrian Grand Prix,21868.8
978,2017,British Grand Prix,29501.925925925927
979,2017,Hungarian Grand Prix,24043.190476190477
980,2017,Belgian Grand Prix,24103.175
981,2017,Italian Grand Prix,26160.095238095237
982,2017,Singapore Grand Prix,30482.170731707316
983,2017,Malaysian Grand Prix,24491.15
984,2017,Japanese Grand Prix,23671.5
985,2017,United States Grand Prix,24514.84
986,2017,Mexican Grand Prix,23832.043478260868
987,2017,Brazilian Grand Prix,20289.17391304348
988,2017,Abu Dhabi Grand Prix,22222.636363636364
989,2018,Australian Grand Prix,22316.75
990,2018,Bahrain Grand Prix,25801.484848484848
991,2018,Chinese Grand Prix,23509.533333333333
992,2018,Azerbaijan Grand Prix,23904.194444444445
993,2018,Spanish Grand Prix,23834.904761904763
994,2018,Monaco Grand Prix,25691.5
995,2018,Canadian Grand Prix,24683.95
996,2018,French Grand Prix,26343.1
997,2018,Austrian Grand Prix,23449.130434782608
998,2018,British Grand Prix,28879.214285714286
999,2018,German Grand Prix,21072.025
1000,2018,Hungarian Grand Prix,22214.1
1001,2018,Belgian Grand Prix,22360.676470588234
1002,2018,Italian Grand Prix,26151.95238095238
1003,2018,Singapore Grand Prix,29573.84
1004,2018,Russian Grand Prix,30312.45
1005,2018,Japanese Grand Prix,25040.391304347828
1006,2018,United States Grand Prix,25668.708333333332
1007,2018,Mexican Grand Prix,23187.137931034482
1008,2018,Brazilian Grand Prix,24197.64
1009,2018,Abu Dhabi Grand Prix,22957.555555555555
1010,2019,Australian Grand Prix,23607.727272727272
1011,2019,Bahrain Grand Prix,26532.2
1012,2019,Chinese Grand Prix,25685.891891891893
1013,2019,Azerbaijan Grand Prix,20530.423076923078
1014,2019,Spanish Grand Prix,23137.216216216217
1015,2019,Monaco Grand Prix,25422.347826086956
1016,2019,Canadian Grand Prix,24643.545454545456
1017,2019,French Grand Prix,31136.347826086956
1018,2019,Austrian Grand Prix,22381.869565217392
1019,2019,British Grand Prix,29649.655172413793
1020,2019,German Grand Prix,21466.16883116883
1021,2019,Hungarian Grand Prix,22801.208333333332
1022,2019,Belgian Grand Prix,25674.25
1023,2019,Italian Grand Prix,25858.655172413793
1024,2019,Singapore Grand Prix,30976.5
1025,2019,Russian Grand Prix,30764.0
1026,2019,Japanese Grand Prix,23878.451612903227
1027,2019,Mexican Grand Prix,23591.153846153848
1028,2019,United States Grand Prix,24946.484848484848
1029,2019,Brazilian Grand Prix,23692.88888888889
1030,2019,Abu Dhabi Grand Prix,22273.12
1031,2020,Austrian Grand Prix,21043.815789473683
1032,2020,Styrian Grand Prix,22929.190476190477
1033,2020,Hungarian Grand Prix,23197.37777777778
1034,2020,British Grand Prix,31254.090909090908
1035,2020,70th Anniversary Grand Prix,28733.780487804877
1036,2020,Spanish Grand Prix,22335.22857142857
1037,2020,Belgian Grand Prix,24100.45
1038,2020,Italian Grand Prix,714235.2702702703
1039,2020,Tuscan Grand Prix,529469.5
1040,2020,Russian Grand Prix,30807.333333333332
1041,2020,Eifel Grand Prix,23468.78787878788
1042,2020,Portuguese Grand Prix,28589.96
1043,2020,Emilia Romagna Grand Prix,30907.3
1044,2020,Turkish Grand Prix,28132.342105263157
1045,2020,Bahrain Grand Prix,403572.5964912281
1046,2020,Sakhir Grand Prix,26211.23076923077
1047,2020,Abu Dhabi Grand Prix,22681.0
1051,2021,Australian Grand Prix,\N
1052,2021,Bahrain Grand Prix,\N
1053,2021,Chinese Grand Prix,\N
1054,2021,TBC,\N
1055,2021,Spanish Grand Prix,\N
1056,2021,Monaco Grand Prix,\N
1057,2021,Azerbaijan Grand Prix,\N
1058,2021,Canadian Grand Prix,\N
1059,2021,French Grand Prix,\N
1060,2021,Austrian Grand Prix,\N
1061,2021,British Grand Prix,\N
1062,2021,Hungarian Grand Prix,\N
1063,2021,Belgian Grand Prix,\N
1064,2021,Dutch Grand Prix,\N
1065,2021,Italian Grand Prix,\N
1066,2021,Russian Grand Prix,\N
1067,2021,Singapore Grand Prix,\N
1068,2021,Japanese Grand Prix,\N
1069,2021,United States Grand Prix,\N
1070,2021,Mexico City Grand Prix,\N
1071,2021,Brazilian Grand Prix,\N
1072,2021,Saudi Arabian Grand Prix,\N
1073,2021,Abu Dhabi Grand Prix,\N
